6478	-1244	-140	-8
6494	-1244	-140	-8
6509	-1072	-120	-36
6525	-868	-92	160
6540	-828	-224	92
6556	-828	-224	92
6570	-576	-28	-228
6586	-732	-188	40
6602	-572	-104	56
6618	-572	-104	56
6633	-696	-56	-104
6648	-712	-16	-148
6664	-2004	1968	-1048
6680	-2004	1968	-1048
6696	-1416	1140	372
6715	-1400	616	-212
6731	-1684	756	32
6747	-848	616	260
6763	-848	616	260
6777	-552	604	-156
6793	-580	1008	-580
6809	-632	800	-312
6825	-632	800	-312
6840	-604	964	160
6855	-732	1132	168
6871	-716	1060	-56
6887	-716	1060	-56
6902	-684	992	-36
6918	-628	984	172
6934	-584	900	208
6950	-584	900	208
6964	-504	1000	44
6980	-528	952	112
6996	-492	1096	4
7012	-492	1096	4
7026	-464	1020	-216
7042	-360	972	84
7061	-396	876	-80
7077	-380	784	-28
7092	-380	784	-28
7107	-336	888	-204
7123	-252	1024	-260
7139	-448	684	384
7155	-448	684	384
7169	-560	436	-388
7185	172	1472	20
7200	-12	1204	88
7216	-12	1204	88
7231	-552	768	-28
7247	-252	940	92
7263	-276	972	-176
7278	-276	972	-176
7293	-248	1128	-52
7309	-244	1076	88
7325	-232	916	-32
7341	-232	916	-32
7356	-228	880	120
7371	-200	1204	-124
7387	-236	1104	-52
7406	-224	988	-68
7422	-224	988	-68
7436	-240	964	116
7452	-236	1080	-36
7468	-236	1124	-52
