1	-1628	-160	96
16	-1400	-152	128
31	-936	68	-224
47	-936	68	-224
61	-596	-8	-40
77	-580	-136	-76
93	-480	-64	-76
108	-480	-64	-76
123	-340	-60	-32
138	-400	-64	-24
154	-504	-76	28
170	-504	-76	28
184	-528	-68	64
200	-800	-92	12
216	-1036	-96	40
231	-1036	-96	40
246	-1352	-80	-104
262	-1592	-84	-56
278	-1892	-244	-44
293	-1892	-244	-44
308	-2040	-112	68
324	-2040	-48	20
340	-2040	-136	168
359	-2040	-136	-52
375	-2040	-92	-52
390	-1944	-64	92
405	-1636	-56	60
421	-1636	-56	60
435	-1352	24	-16
451	-1224	88	64
467	-972	92	112
483	-972	92	-12
498	-732	140	-12
513	-920	-48	44
529	-636	168	-12
544	-636	168	-44
560	-664	156	-44
575	-764	92	-28
591	-968	96	-16
606	-968	52	-4
622	-1172	52	-4
637	-1396	28	16
652	-1628	0	0
668	-1628	0	0
682	-1904	-52	-48
701	-2016	-80	-36
716	-2040	-116	-52
732	-2040	-160	8
747	-2040	-160	8
762	-2040	-164	-16
778	-1816	-188	84
793	-1648	-156	24
808	-1648	-156	24
823	-1384	-140	-44
838	-1068	-116	-32
854	-844	-88	12
870	-844	-88	12
885	-628	-68	-4
900	-488	-64	-24
916	-408	-56	-12
932	-408	-56	-12
947	-412	-52	-44
962	-456	-40	-56
977	-600	-64	-28
993	-600	-64	-28
1008	-800	-80	-8
1024	-1036	-96	-8
1043	-1300	-116	-4
1058	-1300	-116	-4
1073	-1572	-120	0
1089	-1828	-112	-20
1104	-2040	-120	-60
1119	-2040	-120	-60
1134	-2040	-88	44
1150	-2040	-100	-32
1166	-2032	-76	80
1181	-2032	-76	80
1196	-1868	-32	8
1211	-1644	20	-36
1227	-1448	40	-20
1242	-1448	40	-20
1257	-1192	84	28
1273	-992	100	-12
1289	-828	120	-28
1304	-828	120	-28
1319	-724	136	-4
1334	-684	136	-12
1350	-704	136	-24
1369	-704	116	-4
1385	-808	116	-4
1399	-960	100	8
1414	-1152	68	-4
1430	-1152	68	-4
1445	-1380	24	-12
1461	-1616	-8	-20
1477	-1816	-48	-24
1493	-2016	-68	4
1508	-2016	-68	4
1523	-2040	-132	-36
1539	-2040	-120	12
1554	-1944	-136	-20
1570	-1944	-136	-20
1585	-1784	-172	-32
1601	-1656	-136	-44
1617	-1312	-128	-16
1633	-1312	-128	-16
1648	-1048	-108	4
1664	-868	-96	12
1680	-656	-76	-12
1698	-656	-52	-28
1714	-496	-52	-28
1729	-444	-52	-36
1744	-456	-52	-32
1760	-456	-52	-32
1775	-504	-48	-32
1790	-640	-56	-24
1806	-844	-84	0
1821	-844	-84	0
1836	-1072	-88	-12
1852	-1308	-104	-24
1868	-1548	-128	-12
1884	-1548	-116	-12
1900	-1800	-116	-12
1915	-1840	-64	-60
1931	-1996	-124	60
1947	-1976	-96	-28
1962	-1976	-96	-28
1977	-1968	-88	48
1993	-1752	-20	36
2008	-1580	40	-56
2024	-1580	40	-56
2042	-1412	48	-24
2058	-1152	92	32
2074	-980	108	-4
2089	-980	108	-4
2104	-844	124	-44
2119	-732	136	-4
2135	-716	136	0
2151	-716	136	0
2165	-752	124	-24
2181	-856	116	0
2197	-1004	92	8
2213	-1004	92	8
2227	-1188	68	-16
2243	-1408	28	-24
2259	-1596	-16	-8
2275	-1596	-16	-8
2290	-1800	-40	-40
2306	-1888	-60	40
2321	-1964	-112	-48
2337	-1964	-152	-36
2353	-1988	-152	-36
2372	-1840	-128	-28
2387	-1776	-120	-48
2403	-1488	-120	16
2419	-1488	-120	16
2434	-1204	-108	4
2450	-1036	-96	-28
2465	-816	-80	-20
2481	-816	-80	-20
2496	-616	-68	-12
2512	-528	-60	-32
2528	-480	-44	-28
2544	-488	-40	-4
2559	-488	-40	-4
2574	-572	-52	-8
2589	-712	-56	-32
2605	-712	-56	-24
2620	-908	-64	-24
